timestamp,et,bt,heater,fan,watchdog_flag,failure_count,failure_reason,guard_timeouts,regression_flag,pv,mv,integrator_value,derivative_value,saturation_flag,integrator_clamp_flag,derivative_available_flag,command_latency_us,max_command_latency_us
2026-03-08T15:33:06.748056,36.67,31.46,52.40,30.00,0,0,None,0,0,31.46,52.40,0.0,0.0,0,0,1,34029,148263
2026-03-08T15:33:07.748056,37.80,32.16,52.50,30.00,0,0,None,0,0,32.16,52.50,0.0,0.0,0,0,1,27975,58967
2026-03-08T15:33:08.748056,37.88,32.49,52.60,30.00,0,0,None,0,0,32.49,52.60,0.0,0.0,0,0,1,19589,93023
2026-03-08T15:33:09.748056,38.64,32.90,52.70,30.00,0,0,None,0,0,32.90,52.70,0.0,0.0,0,0,1,24030,89021
2026-03-08T15:33:10.748056,39.33,33.00,52.80,30.00,0,0,None,0,0,33.00,52.80,0.0,0.0,0,0,1,22045,112095
2026-03-08T15:33:11.748056,39.98,33.85,52.90,30.00,0,0,None,0,0,33.85,52.90,0.0,0.0,0,0,1,34431,114559
2026-03-08T15:33:12.748056,40.19,33.74,53.00,30.00,0,0,None,0,0,33.74,53.00,0.0,0.0,0,0,1,15286,125636
2026-03-08T15:33:13.748056,40.17,34.49,53.10,30.00,0,0,None,0,0,34.49,53.10,0.0,0.0,0,0,1,12609,71794
2026-03-08T15:33:14.748056,41.39,34.78,53.20,30.00,0,0,None,0,0,34.78,53.20,0.0,0.0,0,0,1,17082,57228
2026-03-08T15:33:15.748056,41.50,34.98,53.30,30.00,0,0,None,0,0,34.98,53.30,0.0,0.0,0,0,1,16663,132770
2026-03-08T15:33:16.748056,41.69,35.49,53.40,30.00,0,0,None,0,0,35.49,53.40,0.0,0.0,0,0,1,31092,92540
2026-03-08T15:33:17.748056,42.32,36.11,53.50,30.00,0,0,None,0,0,36.11,53.50,0.0,0.0,0,0,1,14967,73062
2026-03-08T15:33:18.748056,43.30,36.19,53.60,30.00,0,0,None,0,0,36.19,53.60,0.0,0.0,0,0,1,19962,93339
2026-03-08T15:33:19.748056,43.76,36.77,53.70,30.00,0,0,None,0,0,36.77,53.70,0.0,0.0,0,0,1,20431,109658
2026-03-08T15:33:20.748056,43.77,37.26,53.80,30.00,0,0,None,0,0,37.26,53.80,0.0,0.0,0,0,1,24414,70777
2026-03-08T15:33:21.748056,44.43,37.43,53.90,30.00,0,0,None,0,0,37.43,53.90,0.0,0.0,0,0,1,20205,99067
2026-03-08T15:33:22.748056,45.01,38.03,54.00,30.00,0,0,None,0,0,38.03,54.00,0.0,0.0,0,0,1,25721,105247
2026-03-08T15:33:23.748056,45.10,38.23,54.10,30.00,0,0,None,0,0,38.23,54.10,0.0,0.0,0,0,1,14455,70183
2026-03-08T15:33:24.748056,45.80,38.83,54.20,30.00,0,0,None,0,0,38.83,54.20,0.0,0.0,0,0,1,35667,76341
2026-03-08T15:33:25.748056,46.42,38.92,54.30,30.00,0,0,None,0,0,38.92,54.30,0.0,0.0,0,0,1,17983,68953
2026-03-08T15:33:26.748056,47.44,39.57,54.40,30.00,0,0,None,0,0,39.57,54.40,0.0,0.0,0,0,1,36063,135766
2026-03-08T15:33:27.748056,47.92,40.02,54.50,30.00,0,0,None,0,0,40.02,54.50,0.0,0.0,0,0,1,10063,140458
2026-03-08T15:33:28.748056,47.77,40.39,54.60,30.00,0,0,None,0,0,40.39,54.60,0.0,0.0,0,0,1,26771,93489
2026-03-08T15:33:29.748056,48.44,40.56,54.70,30.00,0,0,None,0,0,40.56,54.70,0.0,0.0,0,0,1,12550,79805
2026-03-08T15:33:30.748056,48.58,40.91,54.80,30.00,0,0,None,0,0,40.91,54.80,0.0,0.0,0,0,1,35335,130233
2026-03-08T15:33:31.748056,49.92,41.83,54.90,30.00,0,0,None,0,0,41.83,54.90,0.0,0.0,0,0,1,15560,95181
2026-03-08T15:33:32.748056,50.08,41.76,55.00,30.00,0,0,None,0,0,41.76,55.00,0.0,0.0,0,0,1,32171,77167
2026-03-08T15:33:33.748056,50.84,42.30,55.10,30.00,0,0,None,0,0,42.30,55.10,0.0,0.0,0,0,1,23759,92383
2026-03-08T15:33:34.748056,50.99,42.56,55.20,30.00,0,0,None,0,0,42.56,55.20,0.0,0.0,0,0,1,38058,146173
2026-03-08T15:33:35.748056,51.82,43.19,55.30,30.00,0,0,None,0,0,43.19,55.30,0.0,0.0,0,0,1,11804,119364
2026-03-08T15:33:36.748056,51.89,43.77,55.40,30.00,0,0,None,0,0,43.77,55.40,0.0,0.0,0,0,1,15665,76879
2026-03-08T15:33:37.748056,52.30,43.99,55.50,30.00,0,0,None,0,0,43.99,55.50,0.0,0.0,0,0,1,15415,125756
2026-03-08T15:33:38.748056,52.50,44.69,55.60,30.00,0,0,None,0,0,44.69,55.60,0.0,0.0,0,0,1,11349,98355
2026-03-08T15:33:39.748056,53.25,44.84,55.70,30.00,0,0,None,0,0,44.84,55.70,0.0,0.0,0,0,1,17148,114662
2026-03-08T15:33:40.748056,54.45,45.32,55.80,30.00,0,0,None,0,0,45.32,55.80,0.0,0.0,0,0,1,15024,72255
2026-03-08T15:33:41.748056,54.49,45.43,55.90,30.00,0,0,None,0,0,45.43,55.90,0.0,0.0,0,0,1,24549,78116
2026-03-08T15:33:42.748056,55.33,46.18,56.00,30.00,0,0,None,0,0,46.18,56.00,0.0,0.0,0,0,1,33593,56566
2026-03-08T15:33:43.748056,55.09,46.30,56.10,30.00,0,0,None,0,0,46.30,56.10,0.0,0.0,0,0,1,33476,142883
2026-03-08T15:33:44.748056,56.20,46.60,56.20,30.00,0,0,None,0,0,46.60,56.20,0.0,0.0,0,0,1,19922,99896
2026-03-08T15:33:45.748056,56.27,47.17,56.30,30.00,0,0,None,0,0,47.17,56.30,0.0,0.0,0,0,1,12309,55458
2026-03-08T15:33:46.748056,57.17,47.52,56.40,30.00,0,0,None,0,0,47.52,56.40,0.0,0.0,0,0,1,25159,91653
2026-03-08T15:33:47.748056,57.17,47.89,56.50,30.00,0,0,None,0,0,47.89,56.50,0.0,0.0,0,0,1,22250,76536
2026-03-08T15:33:48.748056,58.48,48.12,56.60,30.00,0,0,None,0,0,48.12,56.60,0.0,0.0,0,0,1,32569,109086
2026-03-08T15:33:49.748056,58.60,48.79,56.70,30.00,0,0,None,0,0,48.79,56.70,0.0,0.0,0,0,1,11959,127711
2026-03-08T15:33:50.748056,58.68,49.48,56.80,30.00,0,0,None,0,0,49.48,56.80,0.0,0.0,0,0,1,21549,123177
2026-03-08T15:33:51.748056,59.37,49.47,56.90,30.00,0,0,None,0,0,49.47,56.90,0.0,0.0,0,0,1,38158,148108
2026-03-08T15:33:52.748056,60.08,49.74,57.00,30.00,0,0,None,0,0,49.74,57.00,0.0,0.0,0,0,1,28089,61155
2026-03-08T15:33:53.748056,60.82,50.19,57.10,30.00,0,0,None,0,0,50.19,57.10,0.0,0.0,0,0,1,17772,81788
2026-03-08T15:33:54.748056,60.99,50.63,57.20,30.00,0,0,None,0,0,50.63,57.20,0.0,0.0,0,0,1,34075,128535
2026-03-08T15:33:55.748056,61.04,50.91,57.30,30.00,0,0,None,0,0,50.91,57.30,0.0,0.0,0,0,1,29989,74939
2026-03-08T15:33:56.748056,61.91,51.76,57.40,30.00,0,0,None,0,0,51.76,57.40,0.0,0.0,0,0,1,14832,50336
2026-03-08T15:33:57.748056,62.89,51.79,57.50,30.00,0,0,None,0,0,51.79,57.50,0.0,0.0,0,0,1,13642,56195
2026-03-08T15:33:58.748056,62.92,52.17,57.60,30.00,0,0,None,0,0,52.17,57.60,0.0,0.0,0,0,1,39274,78242
2026-03-08T15:33:59.748056,63.82,52.59,57.70,30.00,0,0,None,0,0,52.59,57.70,0.0,0.0,0,0,1,32651,118352
2026-03-08T15:34:00.748056,63.60,53.40,57.80,30.00,0,0,None,0,0,53.40,57.80,0.0,0.0,0,0,1,11021,128693
2026-03-08T15:34:01.748056,64.06,53.31,57.90,30.00,0,0,None,0,0,53.31,57.90,0.0,0.0,0,0,1,27366,119096
2026-03-08T15:34:02.748056,65.42,54.17,58.00,30.00,0,0,None,0,0,54.17,58.00,0.0,0.0,0,0,1,36451,122011
2026-03-08T15:34:03.748056,65.64,54.69,58.10,30.00,0,0,None,0,0,54.69,58.10,0.0,0.0,0,0,1,22282,58529
2026-03-08T15:34:04.748056,66.18,54.55,58.20,30.00,0,0,None,0,0,54.55,58.20,0.0,0.0,0,0,1,34260,89938
2026-03-08T15:34:05.748056,66.61,55.01,58.30,30.00,0,0,None,0,0,55.01,58.30,0.0,0.0,0,0,1,25336,80419
2026-03-08T15:34:06.748056,67.07,55.38,58.40,30.00,0,0,None,0,0,55.38,58.40,0.0,0.0,0,0,1,22471,135838
2026-03-08T15:34:07.748056,67.12,55.83,58.50,30.00,0,0,None,0,0,55.83,58.50,0.0,0.0,0,0,1,37548,121542
2026-03-08T15:34:08.748056,68.22,56.27,58.60,30.00,0,0,None,0,0,56.27,58.60,0.0,0.0,0,0,1,25029,62389
2026-03-08T15:34:09.748056,68.70,57.03,58.70,30.00,0,0,None,0,0,57.03,58.70,0.0,0.0,0,0,1,26173,102118
2026-03-08T15:34:10.748056,69.05,57.03,58.80,30.00,0,0,None,0,0,57.03,58.80,0.0,0.0,0,0,1,33493,104186
2026-03-08T15:34:11.748056,69.92,57.79,58.90,30.00,0,0,None,0,0,57.79,58.90,0.0,0.0,0,0,1,14316,121602
2026-03-08T15:34:12.748056,69.55,58.22,59.00,30.00,0,0,None,0,0,58.22,59.00,0.0,0.0,0,0,1,28944,72042
2026-03-08T15:34:13.748056,70.14,58.29,59.10,30.00,0,0,None,0,0,58.29,59.10,0.0,0.0,0,0,1,19899,64641
2026-03-08T15:34:14.748056,71.50,58.80,59.20,30.00,0,0,None,0,0,58.80,59.20,0.0,0.0,0,0,1,35301,51895
2026-03-08T15:34:15.748056,71.73,59.25,59.30,30.00,0,0,None,0,0,59.25,59.30,0.0,0.0,0,0,1,15685,119271
2026-03-08T15:34:16.748056,71.64,59.61,59.40,30.00,0,0,None,0,0,59.61,59.40,0.0,0.0,0,0,1,32504,125857
2026-03-08T15:34:17.748056,72.97,60.17,59.50,30.00,0,0,None,0,0,60.17,59.50,0.0,0.0,0,0,1,23288,52548
2026-03-08T15:34:18.748056,72.76,60.65,59.60,30.00,0,0,None,0,0,60.65,59.60,0.0,0.0,0,0,1,24969,147400
2026-03-08T15:34:19.748056,73.40,61.04,59.70,30.00,0,0,None,0,0,61.04,59.70,0.0,0.0,0,0,1,36924,64883
2026-03-08T15:34:20.748056,73.64,61.49,59.80,30.00,0,0,None,0,0,61.49,59.80,0.0,0.0,0,0,1,36898,110724
2026-03-08T15:34:21.748056,74.24,61.79,59.90,30.00,0,0,None,0,0,61.79,59.90,0.0,0.0,0,0,1,32939,114569
2026-03-08T15:34:22.748056,75.36,61.99,60.00,30.00,0,0,None,0,0,61.99,60.00,0.0,0.0,0,0,1,39732,107446
2026-03-08T15:34:23.748056,75.11,62.61,60.10,30.00,0,0,None,0,0,62.61,60.10,0.0,0.0,0,0,1,11923,101838
2026-03-08T15:34:24.748056,75.66,62.96,60.20,30.00,0,0,None,0,0,62.96,60.20,0.0,0.0,0,0,1,14533,87407
2026-03-08T15:34:25.748056,76.88,62.95,60.30,30.00,0,0,None,0,0,62.95,60.30,0.0,0.0,0,0,1,25921,64473
2026-03-08T15:34:26.748056,77.09,63.55,60.40,30.00,0,0,None,0,0,63.55,60.40,0.0,0.0,0,0,1,39127,94005
2026-03-08T15:34:27.748056,77.01,63.75,60.50,30.00,0,0,None,0,0,63.75,60.50,0.0,0.0,0,0,1,17288,70122
2026-03-08T15:34:28.748056,77.75,64.28,60.60,30.00,0,0,None,0,0,64.28,60.60,0.0,0.0,0,0,1,30370,71629
2026-03-08T15:34:29.748056,78.95,64.72,60.70,30.00,0,0,None,0,0,64.72,60.70,0.0,0.0,0,0,1,35671,124056
2026-03-08T15:34:30.748056,78.56,65.27,60.80,30.00,0,0,None,0,0,65.27,60.80,0.0,0.0,0,0,1,15512,116146
2026-03-08T15:34:31.748056,79.75,65.52,60.90,30.00,0,0,None,0,0,65.52,60.90,0.0,0.0,0,0,1,14721,50191
2026-03-08T15:34:32.748056,80.18,65.80,61.00,30.00,0,0,None,0,0,65.80,61.00,0.0,0.0,0,0,1,38681,137129
2026-03-08T15:34:33.748056,80.43,66.10,61.10,30.00,0,0,None,0,0,66.10,61.10,0.0,0.0,0,0,1,24467,144922
2026-03-08T15:34:34.748056,81.11,67.04,61.20,30.00,0,0,None,0,0,67.04,61.20,0.0,0.0,0,0,1,28279,148471
2026-03-08T15:34:35.748056,81.19,67.39,61.30,30.00,0,0,None,0,0,67.39,61.30,0.0,0.0,0,0,1,33249,68728
2026-03-08T15:34:36.748056,81.95,67.48,61.40,30.00,0,0,None,0,0,67.48,61.40,0.0,0.0,0,0,1,11087,99790
2026-03-08T15:34:37.748056,82.47,67.79,61.50,30.00,0,0,None,0,0,67.79,61.50,0.0,0.0,0,0,1,16452,51574
2026-03-08T15:34:38.748056,83.09,68.38,61.60,30.00,0,0,None,0,0,68.38,61.60,0.0,0.0,0,0,1,13437,113583
2026-03-08T15:34:39.748056,83.92,69.08,61.70,30.00,0,0,None,0,0,69.08,61.70,0.0,0.0,0,0,1,17086,74482
2026-03-08T15:34:40.748056,84.21,69.30,61.80,30.00,0,0,None,0,0,69.30,61.80,0.0,0.0,0,0,1,38378,115325
2026-03-08T15:34:41.748056,84.80,69.74,61.90,30.00,0,0,None,0,0,69.74,61.90,0.0,0.0,0,0,1,28243,125651
2026-03-08T15:34:42.748056,85.45,70.26,62.00,30.00,0,0,None,0,0,70.26,62.00,0.0,0.0,0,0,1,33762,129594
2026-03-08T15:34:43.748056,85.50,70.35,62.10,30.00,0,0,None,0,0,70.35,62.10,0.0,0.0,0,0,1,35214,80242
2026-03-08T15:34:44.748056,86.09,70.58,62.20,30.00,0,0,None,0,0,70.58,62.20,0.0,0.0,0,0,1,23015,54006
2026-03-08T15:34:45.748056,86.88,71.16,62.30,30.00,0,0,None,0,0,71.16,62.30,0.0,0.0,0,0,1,18453,148508
2026-03-08T15:34:46.748056,86.87,71.60,62.40,30.00,0,0,None,0,0,71.60,62.40,0.0,0.0,0,0,1,26083,104334
2026-03-08T15:34:47.748056,87.50,72.10,62.50,30.00,0,0,None,0,0,72.10,62.50,0.0,0.0,0,0,1,15844,60173
2026-03-08T15:34:48.748056,88.07,72.48,62.60,30.00,0,0,None,0,0,72.48,62.60,0.0,0.0,0,0,1,16422,125952
2026-03-08T15:34:49.748056,88.77,73.05,62.70,30.00,0,0,None,0,0,73.05,62.70,0.0,0.0,0,0,1,24704,130103
2026-03-08T15:34:50.748056,88.56,73.48,62.80,30.00,0,0,None,0,0,73.48,62.80,0.0,0.0,0,0,1,21225,86304
2026-03-08T15:34:51.748056,89.97,73.64,62.90,30.00,0,0,None,0,0,73.64,62.90,0.0,0.0,0,0,1,14242,106169
2026-03-08T15:34:52.748056,89.83,73.93,63.00,30.00,0,0,None,0,0,73.93,63.00,0.0,0.0,0,0,1,15807,104331
2026-03-08T15:34:53.748056,90.38,74.41,63.10,30.00,0,0,None,0,0,74.41,63.10,0.0,0.0,0,0,1,36235,58470
2026-03-08T15:34:54.748056,90.60,75.03,63.20,30.00,0,0,None,0,0,75.03,63.20,0.0,0.0,0,0,1,15271,107092
2026-03-08T15:34:55.748056,91.23,75.00,63.30,30.00,0,0,None,0,0,75.00,63.30,0.0,0.0,0,0,1,18530,90945
2026-03-08T15:34:56.748056,92.34,75.64,63.40,30.00,0,0,None,0,0,75.64,63.40,0.0,0.0,0,0,1,25340,100233
2026-03-08T15:34:57.748056,92.38,76.12,63.50,30.00,0,0,None,0,0,76.12,63.50,0.0,0.0,0,0,1,15182,112579
2026-03-08T15:34:58.748056,93.25,76.48,63.60,30.00,0,0,None,0,0,76.48,63.60,0.0,0.0,0,0,1,33965,147644
2026-03-08T15:34:59.748056,93.47,76.73,63.70,30.00,0,0,None,0,0,76.73,63.70,0.0,0.0,0,0,1,36406,89896
2026-03-08T15:35:00.748056,93.86,76.91,63.80,30.00,0,0,None,0,0,76.91,63.80,0.0,0.0,0,0,1,20478,112858
2026-03-08T15:35:01.748056,94.47,77.39,63.90,30.00,0,0,None,0,0,77.39,63.90,0.0,0.0,0,0,1,20623,57962
2026-03-08T15:35:02.748056,94.61,78.15,64.00,30.00,0,0,None,0,0,78.15,64.00,0.0,0.0,0,0,1,23694,58839
2026-03-08T15:35:03.748056,95.86,78.17,64.10,30.00,0,0,None,0,0,78.17,64.10,0.0,0.0,0,0,1,29526,84623
2026-03-08T15:35:04.748056,95.74,78.58,64.20,30.00,0,0,None,0,0,78.58,64.20,0.0,0.0,0,0,1,22146,93496
2026-03-08T15:35:05.748056,96.37,79.02,64.30,30.00,0,0,None,0,0,79.02,64.30,0.0,0.0,0,0,1,20277,133182
2026-03-08T15:35:06.748056,97.35,79.43,64.40,30.00,0,0,None,0,0,79.43,64.40,0.0,0.0,0,0,1,25694,102049
2026-03-08T15:35:07.748056,97.01,79.94,64.50,30.00,0,0,None,0,0,79.94,64.50,0.0,0.0,0,0,1,39920,148991
2026-03-08T15:35:08.748056,97.92,80.67,64.60,30.00,0,0,None,0,0,80.67,64.60,0.0,0.0,0,0,1,18943,131776
2026-03-08T15:35:09.748056,98.11,80.85,64.70,30.00,0,0,None,0,0,80.85,64.70,0.0,0.0,0,0,1,31018,127215
2026-03-08T15:35:10.748056,98.62,81.03,64.80,30.00,0,0,None,0,0,81.03,64.80,0.0,0.0,0,0,1,35346,139757
2026-03-08T15:35:11.748056,99.16,81.87,64.90,30.00,0,0,None,0,0,81.87,64.90,0.0,0.0,0,0,1,32818,73211
2026-03-08T15:35:12.748056,100.50,82.15,65.00,30.00,0,0,None,0,0,82.15,65.00,0.0,0.0,0,0,1,14369,107402
2026-03-08T15:35:13.748056,100.46,82.41,65.10,30.00,0,0,None,0,0,82.41,65.10,0.0,0.0,0,0,1,29862,139572
2026-03-08T15:35:14.748056,100.54,82.70,65.20,30.00,0,0,None,0,0,82.70,65.20,0.0,0.0,0,0,1,17090,54202
2026-03-08T15:35:15.748056,101.57,83.12,65.30,30.00,0,0,None,0,0,83.12,65.30,0.0,0.0,0,0,1,14435,147249
2026-03-08T15:35:16.748056,102.20,83.53,65.40,30.00,0,0,None,0,0,83.53,65.40,0.0,0.0,0,0,1,20541,136157
2026-03-08T15:35:17.748056,102.88,84.07,65.50,30.00,0,0,None,0,0,84.07,65.50,0.0,0.0,0,0,1,18983,117290
2026-03-08T15:35:18.748056,102.98,84.26,65.60,30.00,0,0,None,0,0,84.26,65.60,0.0,0.0,0,0,1,13480,60981
2026-03-08T15:35:19.748056,103.49,84.67,65.70,30.00,0,0,None,0,0,84.67,65.70,0.0,0.0,0,0,1,18469,138184
2026-03-08T15:35:20.748056,103.72,85.14,65.80,30.00,0,0,None,0,0,85.14,65.80,0.0,0.0,0,0,1,20320,79853
2026-03-08T15:35:21.748056,104.35,85.73,65.90,30.00,0,0,None,0,0,85.73,65.90,0.0,0.0,0,0,1,22604,104629
2026-03-08T15:35:22.748056,105.04,85.99,66.00,30.00,0,0,None,0,0,85.99,66.00,0.0,0.0,0,0,1,30392,52791
2026-03-08T15:35:23.748056,105.84,86.22,66.10,30.00,0,0,None,0,0,86.22,66.10,0.0,0.0,0,0,1,25105,53309
2026-03-08T15:35:24.748056,106.12,86.91,66.20,30.00,0,0,None,0,0,86.91,66.20,0.0,0.0,0,0,1,10459,106089
2026-03-08T15:35:25.748056,106.02,87.13,66.30,30.00,0,0,None,0,0,87.13,66.30,0.0,0.0,0,0,1,10237,126275
2026-03-08T15:35:26.748056,107.23,87.41,66.40,30.00,0,0,None,0,0,87.41,66.40,0.0,0.0,0,0,1,15426,55134
2026-03-08T15:35:27.748056,107.67,88.16,66.50,30.00,0,0,None,0,0,88.16,66.50,0.0,0.0,0,0,1,27136,64925
2026-03-08T15:35:28.748056,107.70,88.67,66.60,30.00,0,0,None,0,0,88.67,66.60,0.0,0.0,0,0,1,29065,123974
2026-03-08T15:35:29.748056,108.86,88.84,66.70,30.00,0,0,None,0,0,88.84,66.70,0.0,0.0,0,0,1,22251,102158
2026-03-08T15:35:30.748056,109.20,89.24,66.80,30.00,0,0,None,0,0,89.24,66.80,0.0,0.0,0,0,1,34430,70348
2026-03-08T15:35:31.748056,109.70,89.59,66.90,30.00,0,0,None,0,0,89.59,66.90,0.0,0.0,0,0,1,21187,75502
2026-03-08T15:35:32.748056,109.80,89.92,67.00,30.00,0,0,None,0,0,89.92,67.00,0.0,0.0,0,0,1,21921,123160
2026-03-08T15:35:33.748056,110.27,90.25,67.10,30.00,0,0,None,0,0,90.25,67.10,0.0,0.0,0,0,1,32709,52554
2026-03-08T15:35:34.748056,110.82,90.80,67.20,30.00,0,0,None,0,0,90.80,67.20,0.0,0.0,0,0,1,12727,124515
2026-03-08T15:35:35.748056,111.10,91.06,67.30,30.00,0,0,None,0,0,91.06,67.30,0.0,0.0,0,0,1,14091,50722
2026-03-08T15:35:36.748056,112.48,91.77,67.40,30.00,0,0,None,0,0,91.77,67.40,0.0,0.0,0,0,1,21360,128078
2026-03-08T15:35:37.748056,112.26,91.84,67.50,30.00,0,0,None,0,0,91.84,67.50,0.0,0.0,0,0,1,23662,125874
2026-03-08T15:35:38.748056,113.04,92.69,67.60,30.00,0,0,None,0,0,92.69,67.60,0.0,0.0,0,0,1,31804,79482
2026-03-08T15:35:39.748056,113.54,92.94,67.70,30.00,0,0,None,0,0,92.94,67.70,0.0,0.0,0,0,1,39088,107397
2026-03-08T15:35:40.748056,113.67,93.02,67.80,30.00,0,0,None,0,0,93.02,67.80,0.0,0.0,0,0,1,10595,104264
2026-03-08T15:35:41.748056,114.01,93.73,67.90,30.00,0,0,None,0,0,93.73,67.90,0.0,0.0,0,0,1,35448,64822
2026-03-08T15:35:42.748056,115.30,94.15,68.00,30.00,0,0,None,0,0,94.15,68.00,0.0,0.0,0,0,1,15334,62511
2026-03-08T15:35:43.748056,115.40,94.43,68.10,30.00,0,0,None,0,0,94.43,68.10,0.0,0.0,0,0,1,12413,138025
2026-03-08T15:35:44.748056,115.83,94.97,68.20,30.00,0,0,None,0,0,94.97,68.20,0.0,0.0,0,0,1,11410,143817
2026-03-08T15:35:45.748056,116.62,95.20,68.30,30.00,0,0,None,0,0,95.20,68.30,0.0,0.0,0,0,1,30877,66437
2026-03-08T15:35:46.748056,116.71,95.33,68.40,30.00,0,0,None,0,0,95.33,68.40,0.0,0.0,0,0,1,32093,144999
2026-03-08T15:35:47.748056,117.65,95.89,68.50,30.00,0,0,None,0,0,95.89,68.50,0.0,0.0,0,0,1,12847,140513
2026-03-08T15:35:48.748056,117.94,96.32,68.60,30.00,0,0,None,0,0,96.32,68.60,0.0,0.0,0,0,1,24744,105089
2026-03-08T15:35:49.748056,118.35,96.76,68.70,30.00,0,0,None,0,0,96.76,68.70,0.0,0.0,0,0,1,37864,116007
2026-03-08T15:35:50.748056,119.22,97.01,68.80,30.00,0,0,None,0,0,97.01,68.80,0.0,0.0,0,0,1,24262,133903
2026-03-08T15:35:51.748056,119.93,97.56,68.90,30.00,0,0,None,0,0,97.56,68.90,0.0,0.0,0,0,1,37434,78854
2026-03-08T15:35:52.748056,120.09,98.18,69.00,30.00,0,0,None,0,0,98.18,69.00,0.0,0.0,0,0,1,10923,112870
2026-03-08T15:35:53.748056,120.31,98.14,69.10,30.00,0,0,None,0,0,98.14,69.10,0.0,0.0,0,0,1,26107,143540
2026-03-08T15:35:54.748056,120.83,98.50,69.20,30.00,0,0,None,0,0,98.50,69.20,0.0,0.0,0,0,1,37163,103700
2026-03-08T15:35:55.748056,121.87,99.13,69.30,30.00,0,0,None,0,0,99.13,69.30,0.0,0.0,0,0,1,10523,120246
2026-03-08T15:35:56.748056,122.23,99.62,69.40,30.00,0,0,None,0,0,99.62,69.40,0.0,0.0,0,0,1,35137,140551
2026-03-08T15:35:57.748056,122.59,100.26,69.50,30.00,0,0,None,0,0,100.26,69.50,0.0,0.0,0,0,1,34846,84240
